# Tycho-2 (Hog et al. 2000, VizieR I/259/tyc2) subset for the synthetic sky renderer.
# Fetched 2026-09-09 from vizier.cds.unistra.fr. Positions are ICRS/J2000 degrees, VTmag is Tycho V.
# Two kinds of coverage:
#  1. Three 4.2 deg-radius fields spanning galactic star density -- rich (300.0,+35.0),
#     medium (83.6,+22.0), sparse north galactic pole (192.86,+27.13) -- plus a band
#     RA 100..180, Dec 35..45, for tests that fix the pointing explicitly.
#  2. A complete Dec 62..78 band at all right ascensions, VTmag < 11 (~19 stars/deg^2).
#     This is what lets the simulated mount be pointed by the session's own target
#     selection at any time of day: for a mid-northern site it picks a declination
#     around 70 deg, whose right ascension then depends on the clock.
# Committed so that every render is reproducible offline.
ra_deg,dec_deg,vtmag
84.0769762,18.0800087,11.450
84.0787655,18.1444686,11.187
84.0799930,26.0348856,10.533
84.0825009,18.4192794,11.740
84.0849676,63.4808256,10.614
84.0878567,18.3201316,11.524
84.0881889,18.5576283,11.365
84.0888382,24.0239367,12.243
84.0917914,23.6026890,10.276
84.0953442,20.5556614,9.482
84.0959037,21.1865122,9.013
84.0971789,19.2437472,11.903
84.0995911,19.2822034,10.598
84.1014684,21.1834374,9.929
84.1022232,24.9846546,10.437
84.1038424,26.0218616,11.549
84.1043203,24.7978406,11.015
84.1043235,18.3812494,11.439
84.1046326,18.7268548,11.061
84.1047286,23.2555902,10.975
84.1059679,23.3068248,11.782
84.1061143,66.4911626,10.940
84.1088185,21.9931569,7.085
84.1099441,21.9931035,7.472
84.1107921,24.1683235,9.839
84.1126030,22.7293129,11.675
84.1126459,67.6121304,10.661
84.1138525,20.4415769,10.940
84.1139837,20.7084826,11.025
84.1140452,20.3385332,9.598
84.1155895,69.0985440,8.026
84.1159679,25.1755720,11.857
84.1160599,18.3403771,10.987
84.1169298,24.3684486,8.211
84.1176962,19.4567920,10.934
84.1182176,25.5878654,8.618
84.1184442,19.4406465,11.336
84.1188677,21.6337645,11.538
84.1192520,21.5887018,10.759
84.1201566,62.6522364,9.754
84.1226040,23.9056648,10.858
84.1257478,25.9401722,6.559
84.1258419,23.7100635,11.111
84.1258690,22.8954007,10.458
84.1292452,18.7743747,11.217
84.1312934,24.5030469,11.548
84.1320168,24.3630659,10.830
84.1335236,63.4723942,10.763
84.1338001,19.9340937,9.771
84.1343468,19.4879331,10.779
84.1390965,75.9994255,9.212
84.1396229,62.8380694,9.896
84.1404513,21.1085236,11.932
84.1406256,18.7564135,11.671
84.1421806,21.5936700,10.929
84.1428059,72.1288521,9.794
84.1460277,23.2530418,12.394
84.1476402,25.4871732,11.587
84.1479249,20.2097179,10.574
84.1498271,24.7343519,12.487
84.1538854,18.9099485,9.250
84.1573045,25.1542021,9.653
84.1579241,24.7790130,11.672
84.1586336,25.8638955,11.472
84.1590497,21.6352360,11.002
84.1598743,25.7384844,11.200
84.1610709,69.8548214,10.067
84.1613860,18.9370686,7.920
84.1637286,63.7754300,10.860
84.1644472,23.6227366,11.392
84.1662811,25.2267461,11.159
84.1673361,65.7598416,9.157
84.1709473,24.0807231,12.734
84.1721523,19.6599689,10.773
84.1723388,25.5364278,11.701
84.1726293,64.9334868,10.276
84.1738580,18.9011520,12.201
84.1740088,20.9986143,10.941
84.1764914,24.7336646,11.688
84.1785807,24.0349551,10.593
84.1816309,23.9385489,10.959
84.1827440,69.1585329,10.166
84.1834109,24.3130813,11.905
84.1844218,73.0783033,10.374
84.1935602,21.1773373,11.709
84.1938313,19.7140868,11.138
84.1942981,62.8066462,9.847
84.1947124,19.2488559,10.107
84.1954003,20.8427551,11.090
84.1978988,24.2463413,11.167
84.1981896,22.3628350,12.191
84.1997727,21.3469510,12.201
84.2024858,17.9363832,11.628
84.2028591,63.5084506,8.852
84.2029185,24.7602135,10.748
84.2032799,22.1056404,11.385
84.2037057,26.0076307,9.807
84.2054755,20.5034136,11.937
84.2071952,21.0620270,11.198
84.2095944,25.8231624,11.304
84.2098866,20.6000844,11.147
84.2114918,71.0600805,8.553
84.2123301,26.0463555,10.948
84.2131501,24.2775356,10.629
84.2153241,23.4348319,8.890
84.2161098,65.9315858,10.535
84.2173779,17.8462001,10.790
84.2194469,62.3500989,9.728
84.2198268,25.7462829,11.454
84.2207557,24.7807493,11.218
84.2217838,22.8313829,11.419
84.2230758,19.7514063,11.952
84.2235989,64.5382822,9.733
84.2252895,22.4532697,9.698
84.2258911,73.0323838,10.655
84.2262273,23.1734836,9.635
84.2268958,20.8522787,11.478
84.2287126,18.2593374,10.900
84.2298791,19.6405127,10.939
84.2304529,23.9190411,11.887
84.2319190,74.3192486,7.047
84.2336195,23.5313676,11.948
84.2366243,25.6778325,12.281
84.2379901,18.4658511,11.241
84.2388046,23.4569009,10.486
84.2427541,24.3921361,10.969
84.2429869,22.8008500,9.789
84.2443494,62.5043414,10.134
84.2450187,25.7526527,10.980
84.2458440,24.5679881,10.428
84.2468488,23.7900694,11.968
84.2470686,22.4355342,11.769
84.2505746,24.1445219,10.816
84.2520463,20.1341280,11.689
84.2530035,18.9715556,11.844
84.2545304,20.7640286,10.045
84.2549826,21.1870168,11.520
84.2557228,25.1878641,12.427
84.2561235,23.2856373,10.670
84.2568233,23.8582372,11.758
84.2592593,23.6129327,11.707
84.2600660,74.7859528,10.636
84.2606496,23.1575909,10.174
84.2607223,22.7231279,12.101
84.2611095,21.1405564,10.952
84.2615507,74.6806355,10.537
84.2617551,23.6239379,9.689
84.2631854,65.3090806,9.352
84.2646479,24.5862819,12.598
84.2646534,24.0190172,11.730
84.2649164,18.0845800,10.769
84.2659400,72.1667202,10.594
84.2670983,17.8705721,11.238
84.2683143,22.5085467,10.739
84.2684278,23.1805593,10.909
84.2686395,21.4192514,10.234
84.2696249,20.3594472,9.427
84.2699942,25.7691492,12.809
84.2726758,22.1169222,8.897
84.2779535,20.7544470,11.250
84.2796967,23.0417027,11.116
84.2810244,21.2368493,10.940
84.2810260,23.6045352,11.749
84.2813326,19.0957188,10.154
84.2848455,23.7096180,12.307
84.2868855,20.5358140,11.079
84.2881263,24.5901053,12.719
84.2885632,19.9189399,10.355
84.2886592,24.2353769,9.328
84.2917871,18.8623912,10.463
84.2928843,22.5835725,10.837
84.2939826,18.0264585,10.259
84.2943371,24.0722365,11.207
84.2965160,21.6299801,11.298
84.2977779,19.2258730,9.672
84.2982746,19.8160838,12.132
84.2986762,26.0003461,12.145
84.2991285,21.6847102,11.250
84.2991879,21.4376630,10.526
84.2996292,18.5072244,10.420
84.3013955,22.7298217,11.075
84.3015181,23.2443954,10.675
84.3017772,25.5849178,11.057
84.3018266,25.6210725,10.759
84.3021251,21.7846115,11.070
84.3025237,23.2278384,10.240
84.3031630,19.8406721,10.741
84.3041532,23.4641539,12.068
84.3045889,21.2993940,11.628
84.3109836,20.3227640,10.763
84.3127698,64.1546975,6.177
84.3160796,24.9740423,9.836
84.3162904,22.7666022,11.447
84.3167456,66.6966878,6.273
84.3173540,24.7485800,10.624
84.3181107,19.0104969,9.406
84.3186209,25.7130383,12.136
84.3195529,24.5814196,11.730
84.3198748,19.5038573,11.164
84.3215771,21.6769726,11.210
84.3215773,24.5779643,12.421
84.3216569,67.0427692,10.671
84.3225478,20.7208034,11.396
84.3228266,18.3120232,10.032
84.3266113,24.3090384,11.313
84.3274272,22.2335983,11.175
84.3274619,19.2694641,10.967
84.3279227,25.2148258,12.213
84.3282882,23.7161359,12.663
84.3304195,68.2032959,8.991
84.3311584,23.5792889,9.949
84.3432300,26.1169065,11.078
84.3443972,19.5197435,11.119
84.3452060,23.3062675,10.472
84.3474516,23.1220727,10.786
84.3485412,22.4593797,10.145
84.3490748,62.2989484,9.315
84.3491717,22.7836094,11.366
84.3507535,22.9203637,11.156
84.3519987,70.7784402,10.792
84.3537075,22.1756623,11.432
84.3543602,21.7672361,9.445
84.3608750,20.7504217,11.278
84.3620571,18.9595324,10.523
84.3620634,64.0292655,10.034
84.3622463,20.7384915,10.559
84.3630476,25.0947868,12.120
84.3674899,19.4090788,10.646
84.3687279,69.6448733,10.092
84.3703689,21.2178300,10.025
84.3708968,24.4612389,10.736
84.3712460,22.9884478,10.389
84.3724960,65.1418262,7.864
84.3739540,21.9683556,10.800
84.3753042,23.4934999,10.925
84.3755216,25.0849622,11.280
84.3777258,23.2339010,11.271
84.3788368,20.9644047,11.084
84.3789613,22.7889889,11.193
84.3797991,23.7793595,9.647
84.3805276,26.0745626,10.036
84.3806744,24.3679168,12.006
84.3821462,18.6169842,11.961
84.3834352,22.8568112,10.730
84.3848904,24.7200244,12.711
84.3858993,18.8310606,11.371
84.3868348,23.4750348,10.635
84.3880841,23.9251199,11.202
84.3883973,22.9680535,8.843
84.3892087,21.6172601,11.762
84.3894880,74.6887689,7.813
84.3918848,25.2715418,12.053
84.3924631,23.0800686,11.125
84.3929994,21.7992814,11.608
84.3933910,19.7795026,8.888
84.3938132,22.5226706,11.218
84.3959686,23.5615983,11.848
84.3985508,19.9434453,10.607
84.3996792,24.3337738,12.603
84.3997492,24.6787179,12.579
84.4009408,25.5960663,10.830
84.4024183,23.1388692,8.787
84.4032222,20.4186008,11.143
84.4038584,20.4617342,9.921
84.4040240,24.0968137,12.421
84.4049168,18.7185630,11.574
84.4066184,22.7248339,8.990
84.4077835,23.6938427,11.362
84.4091612,23.1474506,8.963
84.4094831,18.5642891,10.827
84.4107434,18.3066497,11.667
84.4121865,63.9455321,10.975
84.4148786,68.7351808,9.615
84.4170429,20.8849210,11.661
84.4192836,22.9916356,10.513
84.4249028,19.8530564,10.950
84.4265423,24.9683535,12.441
84.4266380,20.6602082,11.271
84.4272401,69.1013940,9.612
84.4278721,63.9295481,10.943
84.4330804,25.4325562,11.633
84.4337227,19.9448478,10.950
84.4339929,76.0892671,10.793
84.4348583,25.8088754,9.840
84.4368324,75.0836044,10.599
84.4389640,19.7297503,10.802
84.4414929,25.8553932,12.158
84.4428788,17.9809337,10.272
84.4430072,69.2076104,9.501
84.4437515,18.3875195,11.075
84.4447827,19.5620048,11.071
84.4464175,73.0276922,10.714
84.4480597,23.2343650,12.040
84.4531372,65.9241883,9.483
84.4672655,71.6543658,6.724
84.4683702,21.4284474,11.521
84.4687268,18.4925476,11.476
84.4690632,20.0639413,11.231
84.4691322,26.0114840,9.275
84.4711545,21.5459413,10.718
84.4718072,24.1969656,11.226
84.4731974,21.8948041,9.322
84.4763980,26.0950569,12.300
84.4776748,25.4062066,11.465
84.4786204,25.3308997,12.210
84.4807346,21.2779166,11.647
84.4808364,21.2892219,11.313
84.4811857,24.2210762,9.466
84.4821107,25.6095453,9.277
84.4824425,21.1966322,10.212
84.4834959,22.3774468,11.839
84.4860187,19.4384705,10.477
84.4865367,18.3744213,11.263
84.4867875,19.0174960,12.047
84.4881269,22.0964848,11.284
84.4898581,72.4596316,10.210
84.4900240,25.5200245,11.866
84.4927892,21.9256124,11.176
84.4935748,22.4652160,9.039
84.4949505,20.3191630,11.650
84.4957068,18.9764116,12.100
84.4971492,22.3174770,12.025
84.4981207,24.9400435,11.658
84.4994494,19.6754931,10.224
84.5011935,70.0558710,9.492
84.5016576,25.6467539,12.048
84.5021352,20.2297321,11.910
84.5027386,20.3740836,9.993
84.5032494,69.6483663,10.247
84.5037966,18.3093150,12.348
84.5090904,22.9566588,11.063
84.5096528,74.5255020,10.441
84.5115728,21.9552478,10.936
84.5125628,25.7525367,11.600
84.5130161,18.5628626,9.431
84.5136472,26.1117132,12.050
84.5153347,21.5222702,11.472
84.5160308,22.4597389,10.554
84.5160897,21.6731187,10.639
84.5194673,63.9267796,9.116
84.5202048,24.4071828,11.170
84.5219549,73.7675318,10.774
84.5226071,75.9709055,9.248
84.5250309,20.7299162,11.254
84.5252609,24.9522056,12.689
84.5268523,25.8665529,12.277
84.5309228,24.3144384,9.229
84.5317282,72.5880660,10.695
84.5324540,20.5715887,11.529
84.5328332,23.0197695,11.318
84.5334724,20.5582225,10.417
84.5337758,19.0835660,12.092
84.5353791,25.5335034,11.613
84.5385086,18.8476977,11.061
84.5385801,22.2760813,10.695
84.5393689,21.8987106,8.799
84.5403615,18.1755559,10.973
84.5436900,63.1337193,10.992
84.5437950,25.7008220,12.300
84.5453761,23.0190353,11.273
84.5476354,22.9771583,11.526
84.5496629,18.5647842,10.736
84.5510120,63.9044590,10.085
84.5533358,24.4862028,12.024
84.5550930,18.9148738,12.145
84.5570130,19.3684381,11.480
84.5574268,24.3392112,11.729
84.5630672,18.4365410,11.737
84.5633845,24.2348650,10.860
84.5650351,19.5099447,11.356
84.5650359,22.0132020,9.012
84.5676666,25.8835578,12.340
84.5681235,22.6151256,11.184
84.5727044,22.3595750,11.812
84.5731900,25.9321686,10.806
84.5748370,18.6776586,9.925
84.5764401,22.1195432,11.064
84.5772752,18.8300429,11.061
84.5786188,25.8534531,11.350
84.5790971,64.2082125,10.478
84.5803988,18.5893101,11.319
84.5816112,21.1162112,11.757
84.5843450,20.2046443,11.718
84.5845944,24.4453863,11.223
84.5859553,69.3993978,8.718
84.5865087,72.7032426,10.991
84.5874874,67.9235645,9.687
84.5919454,18.0191213,10.279
84.5921068,25.8255336,12.151
84.5925843,23.9824329,10.059
84.5936955,25.5607464,10.666
84.5973430,24.9028017,11.897
84.5979127,74.5975214,10.870
84.5985426,18.1361897,10.871
84.5993356,17.9747040,10.741
84.6006559,24.1733639,11.796
84.6006868,22.6848815,9.495
84.6021460,20.2318904,10.782
84.6022857,23.9669179,10.838
84.6026742,21.6266945,9.981
84.6035705,24.4141451,11.374
84.6041266,70.3428751,10.129
84.6062755,76.1649127,9.833
84.6085734,19.9417390,11.382
84.6090062,20.5293470,10.921
84.6109214,20.6639386,10.376
84.6124097,23.0516325,10.675
84.6147846,22.4148260,10.140
84.6175676,21.7616516,9.973
84.6184770,24.9919959,9.624
84.6185645,20.9053199,11.762
84.6192752,24.2395722,11.489
84.6223755,23.4799052,11.596
84.6224912,22.0464805,10.594
84.6244354,70.9363445,9.783
84.6245142,23.7106554,9.113
84.6253917,19.4350226,10.075
84.6276820,25.9134990,11.353
84.6281610,18.3450802,9.530
84.6299035,26.0381047,11.353
84.6302426,63.2774827,8.927
84.6323560,62.7208377,10.612
84.6359544,25.0018839,10.228
84.6378059,21.6119804,10.636
84.6382500,23.3904789,11.790
84.6386450,19.9959538,9.318
84.6395202,67.8332227,10.398
84.6407920,25.0507185,12.063
84.6447144,22.9124509,11.243
84.6454314,25.7223627,12.849
84.6455976,67.0016396,10.523
84.6486946,25.1974224,12.229
84.6494184,24.5233164,10.796
84.6595831,22.6914603,11.463
84.6610546,22.7001694,11.122
84.6615764,75.2198496,8.963
84.6617409,20.0350586,9.791
84.6629313,20.2645350,9.488
84.6637601,19.4279312,11.219
84.6653433,21.9434053,10.544
84.6664498,23.4526328,10.716
84.6670543,23.8034563,11.860
84.6681838,18.1087351,10.358
84.6694864,26.0594059,11.911
84.6732711,64.3962611,10.740
84.6748973,19.2611639,10.389
84.6766751,26.0602097,11.461
84.6801595,22.9865440,11.298
84.6824184,18.7728190,9.675
84.6841539,23.7831880,12.024
84.6851911,70.3644592,6.949
84.6858194,24.5119212,11.667
84.6860053,25.7208527,10.829
84.6867926,25.7330071,12.591
84.6877359,23.2054702,12.020
84.6882145,18.1773187,10.951
84.6896615,23.5083840,11.600
84.6929613,20.3269057,11.544
84.6960838,20.4469253,11.167
84.6961584,25.0950553,10.272
84.6970403,24.2712996,10.642
84.6986423,24.2932295,10.822
84.6986604,18.5982230,11.707
84.7028681,25.1672151,12.361
84.7031271,62.4026242,10.673
84.7038042,66.6048409,10.991
84.7046961,25.8697887,10.958
84.7053771,18.6612625,9.405
84.7057576,21.0903028,10.176
84.7059923,24.9073769,11.960
84.7090808,18.6425497,11.260
84.7124254,18.3603429,11.810
84.7128357,19.5437811,11.540
84.7154598,24.8778313,11.585
84.7206115,23.0687042,11.545
84.7216163,24.8320349,11.226
84.7221653,18.3097811,10.852
84.7225842,21.6608899,10.077
84.7229648,23.5010156,11.471
84.7313915,21.2053452,11.140
84.7322158,20.0305420,9.304
84.7333770,20.8789963,11.469
84.7341106,70.1631019,10.787
84.7346018,24.4290686,11.518
84.7388811,24.8978755,11.399
84.7407061,21.9663124,11.596
84.7410022,21.4759622,10.743
84.7411451,69.2668961,10.057
84.7427468,23.7878328,10.636
84.7431420,24.9615071,11.983
84.7444127,64.4329929,10.340
84.7469733,25.0127227,9.887
84.7491684,25.5565720,12.368
84.7493468,71.7318545,10.769
84.7516583,22.1503761,9.300
84.7519049,74.3151886,10.266
84.7559325,24.1544483,11.667
84.7617485,20.5717806,11.188
84.7625856,25.9528563,11.061
84.7629283,70.7425058,9.231
84.7631154,24.3800206,10.199
84.7652545,22.6688326,10.947
84.7660862,24.8323960,11.768
84.7663190,25.6028903,10.157
84.7669739,24.9928707,10.517
84.7678953,22.5831225,11.088
84.7697326,19.4085724,11.986
84.7703371,20.6756062,11.331
84.7707034,19.9303377,11.847
84.7740655,23.6949164,12.725
84.7745898,24.9837915,11.432
84.7747396,22.6748360,12.091
84.7764268,62.7855715,10.856
84.7766269,20.1112609,11.574
84.7772472,25.2998293,10.781
84.7822965,21.3090545,10.884
84.7834697,22.3213544,10.645
84.7837968,19.7685812,7.899
84.7851310,22.7928683,11.598
84.7870290,23.2895038,9.500
84.7877226,68.7710627,10.233
84.7882380,23.2882595,8.877
84.7895822,73.2895490,10.548
84.7917783,68.2139270,10.249
84.7927070,18.9787807,11.032
84.7928478,18.1970689,10.963
84.7929225,22.1297967,10.208
84.7936946,24.2343475,11.048
84.7951080,23.0998299,11.971
84.7951644,25.9630342,11.009
84.7958167,18.9352000,9.232
84.7977125,22.1860187,11.439
84.7993159,67.2270823,8.925
84.7996488,22.2972904,11.902
84.8001212,22.2260814,11.174
84.8002167,25.5590178,10.112
84.8011409,18.6238816,11.366
84.8034236,24.5193921,11.256
84.8036351,24.1934354,11.608
84.8043084,24.6880576,11.735
84.8070775,18.3599069,11.252
84.8081263,19.7914921,10.848
84.8117108,74.7024742,9.866
84.8117804,23.3233664,7.755
84.8124045,22.4865653,12.338
84.8129332,23.3013057,11.078
84.8141450,19.7238622,11.300
84.8164044,23.6549443,11.087
84.8189162,74.3247515,10.941
84.8199959,19.9957555,11.322
84.8226526,19.1234378,11.633
84.8226863,20.8087754,11.358
84.8253555,21.1040045,11.899
84.8268553,18.3789061,11.400
84.8309662,23.4673612,10.642
84.8341047,62.3295958,9.076
84.8342639,24.5044715,11.543
84.8375909,20.5798370,11.432
84.8408160,64.2649904,10.741
84.8418502,69.8689246,9.593
84.8434644,25.4940484,10.667
84.8444194,25.7786095,12.236
84.8457959,68.3331064,10.496
84.8498147,25.0866397,11.899
84.8542322,20.7271434,11.501
84.8544793,19.1321764,10.455
84.8575948,25.4255820,10.417
84.8585798,18.8938856,11.717
84.8591537,22.0120145,11.605
84.8601369,19.2510669,11.548
84.8603894,19.5654775,10.984
84.8615917,25.1817362,11.630
84.8629577,21.7629302,6.428
84.8641840,19.2681484,10.382
84.8643701,25.8491276,11.186
84.8684469,23.2269157,11.747
84.8687985,20.4504207,11.221
84.8704038,20.0668828,11.303
84.8719532,18.8966441,10.443
84.8721566,20.8933362,11.398
84.8764413,22.6532783,10.965
84.8768903,19.6487702,11.928
84.8771935,24.2249771,10.461
84.8777307,20.8159425,12.006
84.8789134,23.1090921,9.782
84.8810127,21.9898157,10.481
84.8816564,22.7375943,12.406
84.8833795,25.3125005,8.835
84.8841031,18.7984631,12.306
84.8843748,18.9743952,11.061
84.8855946,25.4174593,10.756
84.8874884,62.4934925,10.457
84.8879343,18.5251206,11.528
84.8884832,21.0155118,9.885
84.8890625,20.7970146,10.207
84.8907784,69.5481939,10.960
84.8964789,23.5941128,10.160
84.8976330,22.4011081,11.253
84.8995156,20.4470386,10.494
84.9016406,19.4831894,11.571
84.9044538,62.6725735,9.431
84.9149365,21.4939208,11.289
84.9231097,19.0232771,11.808
84.9259902,20.3854301,11.445
84.9270359,22.2577972,10.776
84.9289044,20.0142935,11.412
84.9290683,18.0154262,11.096
84.9321112,75.0438736,6.364
84.9327130,25.9332242,11.573
84.9341678,25.8970933,5.142
84.9344330,18.3697765,11.880
84.9350069,18.3835293,9.853
84.9359676,19.1774570,10.534
84.9408748,20.4289277,9.606
84.9411272,21.9035056,11.678
84.9444253,25.5950313,9.811
84.9509579,23.7025559,9.514
84.9519144,20.5150293,10.819
84.9539754,20.4635393,11.190
84.9546037,21.0950421,9.794
84.9550631,23.7657660,10.748
84.9553322,23.2982994,11.162
84.9559000,24.6215429,10.271
84.9623993,19.8937962,11.673
84.9624268,18.6047424,10.512
84.9624435,71.5533788,10.097
84.9625654,20.0975915,11.429
84.9628144,18.6623481,10.972
84.9628930,18.3603472,11.434
84.9637552,19.1227393,11.408
84.9640325,23.3806264,11.569
84.9645620,24.2254680,7.171
84.9656356,72.1771136,7.948
84.9666743,23.2154111,9.196
84.9670002,24.5410949,10.375
84.9670476,24.2491045,11.121
84.9673256,19.1306940,11.328
84.9674798,23.0797630,12.454
84.9706134,21.9752543,11.548
84.9763999,24.9718704,11.404
84.9765279,24.1787490,11.097
84.9767842,23.6959637,9.043
84.9781504,20.9962994,10.784
84.9782301,19.3876399,9.073
84.9788408,23.1704748,11.757
84.9809075,20.7852935,11.403
84.9863834,25.0320085,12.078
84.9867677,19.6353707,11.812
84.9869359,22.6773116,10.993
84.9869473,68.5227731,10.965
84.9890970,18.4260314,9.552
84.9892457,25.1414057,11.574
84.9895217,24.4273466,11.223
84.9903751,74.6079684,9.136
84.9910609,21.5183666,11.302
84.9935419,24.6058580,11.589
84.9953524,22.2185934,11.265
84.9999385,25.3843819,11.466
84.9999649,76.3641142,8.547
85.0003059,63.2291735,8.690
85.0058765,22.6044960,11.369
85.0068747,25.6884821,12.148
85.0082764,22.7622822,10.074
85.0100642,19.3998868,11.210
85.0113896,22.5351384,9.623
85.0127687,22.5334424,10.170
85.0136514,23.3811558,11.249
85.0139975,22.8111436,10.495
85.0152039,20.2759186,11.634
85.0191073,25.1477235,12.149
85.0210860,74.2600530,8.330
85.0225672,20.4821896,8.942
85.0238925,72.6148286,10.507
85.0245610,23.3581498,11.210
85.0254110,76.7665159,8.314
85.0272763,20.4647398,9.621
85.0316142,21.4895551,10.185
85.0319269,23.3697118,11.842
85.0324380,69.4697157,10.611
85.0337969,25.1094141,11.752
85.0346251,19.7919069,11.435
85.0356823,24.1587498,11.108
85.0362946,21.3400809,8.886
85.0369242,22.8660890,11.749
85.0383043,22.8127434,9.124
85.0399144,19.6803361,7.628
85.0427032,24.5555358,10.239
85.0472016,20.6323715,11.114
85.0479419,20.3114036,11.684
85.0487812,25.2347150,10.306
85.0495298,23.9947161,9.723
85.0498956,21.7014121,11.161
85.0506064,22.8183864,12.084
85.0546132,19.6028857,11.112
85.0546330,22.5132429,10.896
85.0555796,64.9481679,10.428
85.0557809,69.9818494,7.022
85.0584657,21.2859880,8.613
85.0585527,22.3183883,11.304
85.0587221,74.0121369,10.853
85.0606574,20.3876244,11.804
85.0613308,23.3666753,10.210
85.0637811,24.4976357,9.811
85.0639774,74.0097404,9.218
85.0648330,25.8116633,11.120
85.0657435,24.9654479,9.304
85.0662592,25.0836346,9.118
85.0666077,23.4004077,9.493
85.0694580,66.9488956,10.661
85.0697437,25.1107672,11.632
85.0706318,19.4385591,10.338
85.0734394,21.0716793,11.263
85.0759455,22.3253490,10.929
85.0760033,24.5375736,7.217
85.0773539,19.0933751,11.018
85.0782287,19.7894899,11.148
85.0833173,20.5537763,11.235
85.0833179,69.3065864,10.534
85.0836089,19.5079528,11.385
85.0879777,23.5711089,11.187
85.0881689,23.7795228,11.125
85.0882056,20.1476663,11.135
85.0886569,19.0998757,11.563
85.0892668,19.9338293,11.921
85.0915156,18.6758627,10.672
85.0925587,22.1980656,9.925
85.0933464,23.7921061,11.855
85.0938800,19.1405762,11.544
85.0942274,62.1979536,9.881
85.1004882,23.5991114,11.685
85.1036786,21.2950141,10.911
85.1039042,22.2969777,9.628
85.1075691,18.2726968,10.316
85.1077259,21.7305601,9.312
85.1179992,65.4314703,10.971
85.1191002,22.4478943,10.673
85.1235435,19.2169405,9.819
85.1258624,75.3278139,8.408
85.1302015,73.6717916,9.932
85.1303122,23.9935776,10.301
85.1309775,25.8664655,11.554
85.1319059,23.2742615,10.419
85.1344223,18.4378789,11.122
85.1429214,19.1003208,9.990
85.1430173,22.2670555,11.911
85.1435660,20.0828266,11.488
85.1490974,23.9830147,9.997
85.1536665,24.6835912,10.817
85.1539077,23.3899255,11.166
85.1539386,73.4291215,8.852
85.1539968,25.5303221,11.662
85.1544048,19.4007873,9.854
85.1544917,68.0491548,10.951
85.1557628,19.1896276,11.473
85.1575820,24.7814392,11.143
85.1578594,69.3466316,9.925
85.1619687,25.6858158,12.639
85.1626626,71.8313255,10.028
85.1637781,68.1489993,10.029
85.1680581,20.5741401,10.910
85.1687070,23.7020165,11.048
85.1688795,22.1441422,11.228
85.1707778,21.8836861,10.589
85.1712942,20.4043360,12.116
85.1730970,22.7041596,12.481
85.1761909,20.4738264,11.347
85.1794829,23.8233697,11.084
85.1795398,24.7319923,10.422
85.1797093,20.1575190,11.164
85.1812046,21.5200484,11.396
85.1877172,21.4492601,11.321
85.1892511,23.5263883,10.379
85.1912714,19.1259981,8.937
85.1921887,23.3410590,11.961
85.1933417,76.2127906,8.924
85.1947119,25.2647012,8.709
85.1969607,20.9977981,11.360
85.1975153,18.1793849,10.525
85.1992965,20.5775694,11.439
85.2002848,22.1156432,12.193
85.2025055,25.5092391,12.158
85.2030689,25.2427747,11.753
85.2032666,73.2506036,10.909
85.2084648,20.0806205,12.672
85.2093694,19.2297923,11.319
85.2105340,22.7834072,10.995
85.2135685,24.8763107,11.493
85.2151402,19.1854210,10.769
85.2154755,25.2145136,10.680
85.2161033,22.2191036,11.328
85.2195183,21.9790353,9.803
85.2197238,23.3814483,11.337
85.2222977,25.8724525,9.923
85.2231842,19.7825812,11.052
85.2251540,18.4122477,11.606
85.2320715,67.2691316,10.843
85.2345785,18.5130336,11.488
85.2346441,18.7760698,10.958
85.2378873,22.2705191,9.630
85.2412015,18.4923793,10.353
85.2434177,23.2221683,12.270
85.2441624,20.1108688,11.196
85.2452614,20.8886484,11.248
85.2455986,22.9766399,12.112
85.2486410,23.8303148,11.242
85.2505918,23.3735012,10.015
85.2525363,20.8591643,11.849
85.2559272,20.6049590,10.899
85.2563781,21.7154006,11.130
85.2575768,62.0441425,10.415
85.2577490,22.5727466,11.271
85.2581054,20.3723631,11.646
85.2595788,64.9204489,9.794
85.2596765,21.1805541,11.806
85.2603673,19.2731212,10.660
85.2603959,68.7986188,9.278
85.2605540,19.8981930,10.405
85.2615141,23.5160575,11.803
85.2620686,25.1111544,11.413
85.2622549,20.8415853,10.542
85.2640239,20.3549129,10.502
85.2659239,21.6687411,9.994
85.2672825,25.8269665,10.627
85.2699080,19.2625216,11.003
85.2706481,23.4940981,11.413
85.2716603,24.1123219,11.529
85.2727378,24.3502621,7.670
85.2773927,19.3392670,9.938
85.2775616,18.7714570,12.325
85.2786703,22.1748309,11.481
85.2804541,21.3259290,8.700
85.2808764,24.8667027,10.095
85.2820667,19.8158775,11.281
85.2836594,23.5125536,9.755
85.2860849,22.6605937,10.528
85.2866306,20.7991307,10.979
85.2867610,21.8099588,10.133
85.2869693,18.6244394,8.463
85.2955212,20.7862423,10.749
85.2962483,75.6894815,10.548
85.2970814,20.7587508,11.345
85.2987201,20.0625294,8.321
85.3004696,19.9177032,10.849
85.3030935,22.7534542,10.496
85.3051471,25.5426442,12.450
85.3079872,18.4410637,9.702
85.3092476,23.3822672,12.095
85.3097442,22.8933601,11.591
85.3100936,76.0076151,10.003
85.3137156,22.2188454,10.418
85.3164706,23.8505217,10.795
