# Tycho-2 (Hog et al. 2000, VizieR I/259/tyc2) subset for the synthetic sky renderer.
# Fetched 2026-09-09 from vizier.cds.unistra.fr. Positions are ICRS/J2000 degrees, VTmag is Tycho V.
# Two kinds of coverage:
#  1. Three 4.2 deg-radius fields spanning galactic star density -- rich (300.0,+35.0),
#     medium (83.6,+22.0), sparse north galactic pole (192.86,+27.13) -- plus a band
#     RA 100..180, Dec 35..45, for tests that fix the pointing explicitly.
#  2. A complete Dec 62..78 band at all right ascensions, VTmag < 11 (~19 stars/deg^2).
#     This is what lets the simulated mount be pointed by the session's own target
#     selection at any time of day: for a mid-northern site it picks a declination
#     around 70 deg, whose right ascension then depends on the clock.
# Committed so that every render is reproducible offline.
ra_deg,dec_deg,vtmag
128.3548779,40.6547687,12.099
128.3564824,73.0587078,9.513
128.3573285,37.9383532,10.207
128.3584337,40.3009593,11.935
128.3623859,38.1924149,10.748
128.3635060,68.7861665,10.154
128.3660461,39.1620796,10.817
128.3674846,41.5567942,10.977
128.3700202,37.8958628,8.349
128.3707303,73.6416104,10.742
128.3770220,36.0026252,11.461
128.3772544,77.4594794,8.954
128.3790598,39.9044451,9.313
128.3822210,38.1209436,11.951
128.3822240,38.9277937,10.452
128.3945034,35.8770281,11.594
128.3947090,35.1072120,11.353
128.3978094,70.6679860,9.579
128.4007988,37.1176320,12.341
128.4017103,35.7983265,8.284
128.4037889,36.5733177,10.539
128.4078598,39.9542672,9.601
128.4102349,43.8452917,12.342
128.4108367,44.0368789,11.887
128.4126787,35.6416584,11.922
128.4168982,36.7047287,10.436
128.4242811,42.8343100,9.448
128.4247842,35.9468675,11.389
128.4268111,37.1116201,8.980
128.4289207,38.9013751,10.481
128.4323504,39.2282916,9.971
128.4337052,35.5570095,10.829
128.4348870,38.1659958,8.827
128.4358138,38.5446741,12.497
128.4381419,73.1452023,10.688
128.4388215,41.5684054,12.356
128.4415078,42.1110376,10.271
128.4564565,42.1393957,12.148
128.4565982,42.2005217,12.172
128.4567235,42.9035200,11.711
128.4586882,41.5086355,11.865
128.4615438,38.6054715,12.216
128.4645418,35.4288241,10.835
128.4666905,36.2250450,10.758
128.4681997,35.1734729,11.307
128.4753556,39.9712859,10.746
128.4766106,42.0296426,11.086
128.4797448,41.9543673,10.776
128.5023825,42.3237173,11.158
128.5051778,43.9902083,10.896
128.5085781,36.8163816,12.550
128.5136556,70.6598147,10.664
128.5143378,36.9340385,11.773
128.5151413,42.5584798,10.490
128.5289765,38.1488244,10.849
128.5328806,44.0696066,10.285
128.5343212,42.4038341,9.905
128.5355343,38.5798896,12.530
128.5356282,38.2672292,9.271
128.5370486,36.9573982,11.609
128.5394476,37.8101078,12.459
128.5458284,37.3378702,10.918
128.5501292,64.0722987,10.255
128.5506879,63.6227180,8.412
128.5507032,43.4889858,10.873
128.5534349,70.3179879,10.833
128.5557649,38.8854330,12.516
128.5594285,37.7799119,11.314
128.5679137,41.2875993,9.964
128.5698134,40.0158161,11.986
128.5733413,38.7895739,10.520
128.5783554,44.5678876,12.270
128.5830821,66.0969483,10.152
128.5852181,38.5296569,11.145
128.5868877,37.0336365,12.144
128.5893272,37.5867835,10.118
128.5976316,65.3154773,10.034
128.5988421,35.3711614,10.946
128.6000862,38.4346538,11.284
128.6057131,35.3345310,12.398
128.6089171,43.8511895,11.203
128.6100219,67.9020196,10.985
128.6113621,66.8954054,9.178
128.6114516,35.1209763,12.264
128.6151258,67.1889758,9.040
128.6181248,38.1310280,10.661
128.6229743,64.9725490,10.886
128.6234095,37.8087521,11.932
128.6235964,37.1553698,11.808
128.6241620,35.9970628,10.570
128.6272658,67.9850784,10.555
128.6278764,42.7034090,10.808
128.6281438,41.0861658,12.030
128.6316901,71.8893075,9.692
128.6363510,69.7982174,10.292
128.6389472,37.1469325,12.192
128.6390121,38.5316397,11.929
128.6409374,37.2771319,12.903
128.6411827,74.1948983,10.345
128.6445199,39.3370766,12.247
128.6481878,38.4863023,11.521
128.6487511,40.4667386,10.779
128.6490411,37.5905006,11.609
128.6492657,37.9588926,9.973
128.6504830,65.1451288,5.479
128.6541737,40.8273746,11.284
128.6555897,39.6619971,11.981
128.6558953,35.8706617,11.667
128.6585262,43.4816041,10.777
128.6594238,36.6773096,10.932
128.6599737,37.0209963,11.630
128.6646644,42.0243030,11.548
128.6650142,39.4918576,9.843
128.6691308,67.6751988,10.180
128.6700314,67.6436845,10.569
128.6701814,69.9683389,8.849
128.6789979,40.4988862,11.725
128.6792498,43.1395618,10.702
128.6818840,43.8356368,11.540
128.6819873,44.3681953,11.254
128.6821592,63.1793294,9.821
128.6825954,42.7794387,11.103
128.6828485,36.4196189,5.755
128.6829868,35.0476976,11.424
128.6869533,39.6950473,10.597
128.6882712,68.6000245,10.804
128.6910582,35.0388902,11.777
128.6925679,71.4023720,10.990
128.6929330,70.3825225,9.600
128.6942438,41.4442786,9.976
128.6965562,41.0891304,11.616
128.6990388,36.4471098,11.130
128.6996353,37.1962922,9.632
128.7011744,38.1874762,11.393
128.7034019,37.8098682,11.946
128.7087599,69.6853693,9.429
128.7127481,65.9844509,10.172
128.7215620,41.4875842,11.545
128.7286505,43.0302521,11.328
128.7296739,40.1030252,10.043
128.7297280,73.4803957,7.600
128.7343230,70.5397587,10.052
128.7362214,37.5045481,11.997
128.7370749,37.8524857,12.382
128.7427922,72.0041027,8.523
128.7459833,76.7171970,9.903
128.7522595,37.2905877,11.396
128.7526547,37.7067549,10.555
128.7532128,37.7410168,11.056
128.7540898,44.9253596,11.290
128.7553232,37.8828168,11.911
128.7589013,73.6497905,10.082
128.7624671,41.0237861,7.520
128.7627183,36.2554634,12.585
128.7649669,42.7156985,10.910
128.7664877,41.7422614,9.538
128.7689365,42.8512597,10.169
128.7732892,35.7465375,12.464
128.7754170,38.6493503,11.914
128.7766648,43.8086291,10.602
128.7872766,38.7154149,12.418
128.7873736,35.6133306,10.974
128.7888908,38.7845248,10.292
128.7916107,42.5936332,11.078
128.7919208,66.9174597,10.986
128.7921758,35.7946440,11.268
128.7978506,44.5936532,11.413
128.8044900,41.4388921,11.335
128.8111226,42.5987000,10.996
128.8131474,38.9937378,11.010
128.8181677,36.7691784,11.726
128.8205911,39.3903966,11.378
128.8217916,35.0588577,10.729
128.8236235,42.3509086,9.790
128.8356694,75.1795984,8.378
128.8356823,35.4335983,9.857
128.8417208,77.3592553,10.162
128.8420596,70.0472611,10.381
128.8426407,37.4499184,11.906
128.8436682,35.4588832,10.763
128.8441984,66.2794237,8.973
128.8472500,66.2708703,8.729
128.8482312,36.7063497,11.809
128.8482745,36.7743069,11.526
128.8490504,63.2879641,10.085
128.8494260,42.1731861,11.114
128.8661354,41.7402598,8.834
128.8679960,69.4485235,10.895
128.8691191,36.1688284,11.336
128.8700293,37.7910665,11.083
128.8701110,38.5263595,11.030
128.8739892,63.9949714,10.325
128.8764603,36.4268528,11.351
128.8776358,37.2821600,11.814
128.8777257,68.5627945,10.824
128.8836523,36.5388636,11.339
128.8836654,38.6388325,11.024
128.8891830,44.5857088,10.284
128.8963185,43.4043600,11.261
128.9082394,69.1959388,10.733
128.9170162,39.6989583,11.617
128.9191701,66.3933337,8.691
128.9234130,36.0653510,12.019
128.9305227,36.5164618,12.645
128.9336433,36.2505854,11.848
128.9361982,65.8282016,10.509
128.9365285,35.8643609,11.954
128.9365889,43.9319783,10.618
128.9385108,41.9318583,12.026
128.9504038,77.2349435,10.834
128.9540873,62.6831534,9.586
128.9556922,37.9051337,10.175
128.9592986,67.7403934,10.838
128.9655962,35.3547255,10.369
128.9681503,66.7979678,10.426
128.9681670,63.9627842,9.477
128.9696224,37.9944386,11.413
128.9785142,70.5841810,10.590
128.9788949,36.4996286,10.045
128.9800752,38.5417318,9.645
128.9838843,36.7216143,11.245
128.9874532,69.5791295,8.248
128.9928042,75.9904325,10.418
128.9940825,64.7194182,10.052
128.9956715,43.7192811,10.819
128.9980502,41.2936882,11.414
129.0007400,44.3305035,11.619
129.0168986,65.4854270,9.991
129.0187423,41.0347729,11.213
129.0234668,71.1727966,10.832
129.0244399,43.0128120,10.986
129.0247893,65.9046716,9.490
129.0291863,41.6736285,11.420
129.0305383,71.5089555,9.364
129.0305769,63.1822241,10.438
129.0336346,43.5299433,11.206
129.0353584,44.0724930,11.400
129.0359558,43.0652846,8.815
129.0363514,41.4731365,9.893
129.0446591,44.8279581,11.125
129.0504211,35.0848768,12.243
129.0516936,36.6163049,11.621
129.0567718,36.2317162,10.728
129.0569015,35.1360049,11.228
129.0615892,39.4170158,11.892
129.0646204,40.8804172,11.443
129.0648567,42.5798670,7.001
129.0689785,40.7503415,11.347
129.0721755,43.6174250,10.841
129.0752811,39.3191539,11.490
129.0757612,40.6026905,11.190
129.0803141,72.9427456,10.751
129.0807367,41.6155612,10.388
129.0817214,38.6857103,12.785
129.0884085,69.8486205,10.885
129.0917641,38.8062939,12.307
129.0920401,38.0921358,10.943
129.0937818,38.9453897,12.204
129.0950312,36.9569795,11.693
129.1014039,38.0430142,12.282
129.1031756,36.9867610,12.896
129.1060580,67.2950733,9.467
129.1092119,39.6403661,11.979
129.1096277,36.9447133,11.339
129.1105756,38.2636553,11.637
129.1116164,40.9155364,11.574
129.1119058,42.9487213,11.036
129.1176724,68.7931449,9.832
129.1199111,39.0704499,11.241
129.1209983,35.6284532,11.854
129.1234262,37.0224675,11.903
129.1250221,43.4993253,10.724
129.1322017,35.9367138,9.998
129.1330634,36.7742753,12.717
129.1337383,38.0132066,11.516
129.1376223,38.9987369,10.579
129.1381260,41.9744983,12.855
129.1435285,39.2620853,11.749
129.1442808,40.5177565,10.578
129.1452245,71.9742183,10.504
129.1482419,64.4060268,10.243
129.1494921,38.6096822,10.996
129.1527103,35.7373583,11.140
129.1592730,37.2986679,12.833
129.1615538,36.0818523,10.905
129.1618087,44.9354092,10.067
129.1619470,73.9792207,10.248
129.1634616,41.2052211,9.699
129.1669663,37.9515588,12.281
129.1672970,39.5969470,11.815
129.1683939,39.4188507,8.386
129.1689612,39.7704877,7.755
129.1761144,42.6560531,11.171
129.1819942,39.7290570,10.500
129.1832825,37.6567394,11.748
129.1857582,39.8982547,11.671
129.1884165,41.5903688,11.281
129.1889783,35.6680847,9.598
129.1900667,43.5150702,11.397
129.1979739,43.1885168,11.456
129.2031038,74.7236879,6.348
129.2049169,70.5192850,10.129
129.2054199,64.8404372,10.066
129.2062009,37.1994523,11.456
129.2071500,71.8867390,10.674
129.2074439,35.9580581,11.251
129.2078892,41.4066499,9.738
129.2104037,36.1891458,12.100
129.2146657,77.3483695,9.870
129.2172219,43.4828258,12.246
129.2181806,35.8852368,11.327
129.2199714,36.6045682,11.576
129.2229091,37.3646842,10.249
129.2285267,40.0282944,10.962
129.2288932,36.1497250,11.688
129.2290417,35.9732431,11.113
129.2302539,35.6901804,12.555
129.2322727,39.1257053,10.929
129.2341496,69.7281632,8.554
129.2382854,36.8060060,12.168
129.2404649,37.9441646,11.687
129.2409435,38.3725418,11.292
129.2441406,38.8640858,12.404
129.2455694,69.2288656,10.591
129.2465002,40.5323638,11.003
129.2474827,44.6210729,10.647
129.2502762,43.0336358,10.972
129.2546139,41.6103434,11.589
129.2561934,67.6326177,10.278
129.2612197,74.5506120,9.588
129.2615455,42.4317854,11.696
129.2626149,72.6720547,9.760
129.2627705,42.4379089,11.210
129.2629967,43.0537737,11.652
129.2705011,43.4628740,10.193
129.2708414,43.9728461,11.525
129.2751846,39.2378197,12.356
129.2759388,41.7888060,9.020
129.2769779,44.3510153,10.772
129.2838732,42.9970856,11.009
129.2869016,40.3431402,10.390
129.2891200,35.2037166,9.961
129.2920503,69.6988953,7.233
129.2921697,40.0476769,10.302
129.2929274,66.5500792,10.275
129.2930800,36.8981656,12.217
129.2958695,37.2988375,12.524
129.2993781,36.7441949,11.070
129.3005892,35.1244994,11.944
129.3009770,37.9349423,9.618
129.3040418,36.5526226,10.483
129.3041512,36.4902677,10.028
129.3059223,38.2791511,11.864
129.3103289,77.0467819,7.353
129.3142357,39.2894297,11.594
129.3177722,64.3942755,10.997
129.3193470,41.3738918,10.088
129.3216048,38.2387689,10.819
129.3294226,36.4268878,11.470
129.3397446,37.2477782,10.528
129.3423818,40.8298112,9.858
129.3489709,40.1703835,9.660
129.3564627,41.8101801,11.091
129.3568078,40.7521366,11.518
129.3598122,42.6733987,10.962
129.3651222,40.0127891,11.531
129.3660363,72.9223978,9.869
129.3699589,40.4021635,11.501
129.3732112,66.1138887,10.830
129.3783625,36.2936973,11.862
129.3790677,74.0738577,10.983
129.3820340,64.9214920,10.650
129.3824307,41.6794033,12.338
129.3827466,35.4628260,12.139
129.3828463,38.0800843,9.851
129.3878922,69.0535336,9.526
129.3905419,42.4363323,11.463
129.3925279,43.9954654,12.302
129.3941295,43.8117594,9.070
129.3956267,39.7951252,9.342
129.3958432,43.1024192,11.677
129.3963949,68.9982191,10.361
129.3971312,43.1566975,11.664
129.3989367,41.1135616,10.920
129.3999438,39.0015197,10.291
129.4030515,38.0548631,12.263
129.4044480,41.6121054,12.050
129.4047959,63.5281786,10.131
129.4054357,36.8962556,11.164
129.4065253,44.0293305,10.380
129.4068850,37.6648960,10.683
129.4092537,44.4015583,11.869
129.4132494,37.9365823,10.725
129.4134969,41.8006495,9.018
129.4138322,35.6820658,10.242
129.4144234,38.7614682,11.631
129.4310210,35.2008032,11.617
129.4357870,43.8859513,10.919
129.4365781,36.8294899,11.654
129.4369240,39.3800994,11.541
129.4370898,42.6363874,10.612
129.4405563,44.4553136,9.723
129.4424776,36.4454855,12.469
129.4460663,37.9130142,12.174
129.4490946,64.7157064,9.684
129.4508037,77.1063447,10.550
129.4521746,65.8934782,9.348
129.4531094,36.0899083,10.624
129.4541359,37.1974865,11.357
129.4563736,65.1019419,10.468
129.4613084,38.3499097,12.356
129.4622668,42.2878929,9.970
129.4687785,44.6569477,11.550
129.4713930,35.8500535,11.231
129.4736011,35.6998382,11.289
129.4788699,68.0170117,10.938
129.4840837,39.6448122,7.475
129.4853774,38.4058224,11.927
129.4861542,66.5383991,10.593
129.4874148,43.6431301,10.704
129.4880674,36.6342387,11.678
129.4891421,37.4887255,11.587
129.4910992,70.5425545,10.314
129.4957149,72.8509725,10.403
129.5010420,42.5800490,10.982
129.5016705,40.9442872,11.455
129.5071843,35.1783985,10.304
129.5132008,70.2459741,9.183
129.5150452,41.1458924,10.698
129.5163599,37.8190971,11.411
129.5181576,44.3412953,11.697
129.5183513,41.3709729,10.180
129.5196575,43.6809408,12.175
129.5231991,35.2310059,11.782
129.5236064,74.4642575,10.512
129.5240096,40.3527811,9.766
129.5243638,64.3301698,10.957
129.5266022,35.0204219,10.802
129.5290908,37.3559710,12.036
129.5346712,40.0427418,11.819
129.5366203,40.7119460,10.522
129.5381626,37.8841909,11.082
129.5385927,44.0735582,10.738
129.5393854,37.4045705,12.405
129.5441546,63.3658634,10.457
129.5442421,62.3970714,10.460
129.5443119,44.0963785,12.184
129.5488651,41.6828863,10.317
129.5517733,42.8118724,9.566
129.5522477,36.3729853,11.740
129.5531711,35.2995514,11.425
129.5545467,35.1798285,11.328
129.5559738,44.1512003,11.139
129.5580684,40.8841076,11.517
129.5686777,37.5785864,11.316
129.5714027,44.1175778,10.357
129.5715262,43.1695831,9.606
129.5719400,74.9693410,9.883
129.5730692,37.0203393,7.623
129.5769255,36.1455543,10.928
129.5778567,68.6439142,10.807
129.5818357,67.9910985,10.525
129.5818372,36.9885172,11.240
129.5818556,43.3843679,9.952
129.5822981,38.4011117,11.752
129.5843791,38.8995510,11.967
129.5888203,37.1015387,12.271
129.5900584,39.1785616,11.978
129.5960507,35.5495585,10.944
129.6007581,37.7146147,10.903
129.6037343,37.1958113,10.695
129.6069766,76.9244178,10.285
129.6087678,38.9321294,11.851
129.6191287,41.7559182,10.991
129.6214007,41.0004385,10.450
129.6337082,66.9045727,10.255
129.6359127,62.8926062,10.951
129.6359620,37.8234540,12.456
129.6364189,43.6386862,11.495
129.6501201,73.6467745,8.583
129.6519282,35.3579002,12.810
129.6592636,76.8766813,10.603
129.6670816,39.0195098,11.782
129.6678004,37.2517655,10.628
129.6723181,38.0129477,10.629
129.6773631,35.3834272,12.402
129.6782829,44.2562719,11.462
129.6810170,38.2752177,11.250
129.6869687,43.3624886,11.121
129.6904495,77.7611518,10.590
129.6942648,36.9017394,11.505
129.6973239,38.1717884,9.415
129.7037251,67.7538527,10.464
129.7054915,38.0253030,12.349
129.7070452,42.7022480,11.429
129.7086651,35.0752438,10.598
129.7122834,73.5443563,10.679
129.7128881,44.3424881,10.771
129.7145242,36.3291099,9.996
129.7178697,37.9795760,12.000
129.7212324,42.0276537,11.499
129.7233057,37.1884477,11.851
129.7266464,42.1248100,11.247
129.7288038,41.7536590,11.664
129.7322505,77.3102026,10.606
129.7338568,40.1040704,11.341
129.7360204,44.4689595,11.851
129.7395347,71.2166785,10.440
129.7416995,44.2612625,10.820
129.7418627,35.4062487,11.334
129.7420671,77.3312444,10.646
129.7468310,38.1883944,11.977
129.7525329,44.3310114,9.508
129.7533913,38.5519414,12.379
129.7586567,37.7335872,11.925
129.7655286,35.0534986,11.402
129.7703789,35.6659204,11.537
129.7743436,37.0563338,10.530
129.7762691,35.9623323,11.857
129.7765465,44.0890316,10.811
129.7780880,41.6465962,10.514
129.7911589,38.2319454,11.312
129.7969028,40.0893925,11.230
129.7980699,68.9531881,8.131
129.7983338,41.0926366,10.289
129.7987597,65.0209074,5.702
129.8038051,36.7595937,11.956
129.8084527,42.8112934,10.330
129.8087344,72.8796199,10.355
129.8090851,40.0095435,9.845
129.8099403,40.2737399,11.389
129.8111535,39.1824006,12.031
129.8127217,37.5276793,9.934
129.8166284,44.2441142,8.473
129.8174268,39.5092896,9.446
129.8229886,40.3102319,9.309
129.8230718,43.1002147,12.560
129.8245653,35.1252316,11.752
129.8269918,36.9367403,11.494
129.8324289,37.7633680,9.842
129.8360755,35.1565912,9.726
129.8367923,42.4403452,11.288
129.8376793,36.1836073,11.798
129.8397359,70.2997154,10.016
129.8433912,41.4148692,11.697
129.8497971,68.4837873,10.807
129.8518995,36.6910141,10.702
129.8552367,68.6704468,10.327
129.8638593,35.5197812,7.372
129.8649794,35.4595581,11.952
129.8652991,36.2497914,11.614
129.8684924,35.1623933,12.160
129.8685666,37.4749892,12.219
129.8707333,44.3956854,12.219
129.8714970,73.2290376,8.593
129.8739452,44.2918173,8.544
129.8742495,72.7074008,10.940
129.8765661,35.6469358,10.238
129.8777894,37.1848137,12.295
129.8810327,70.1155343,10.940
129.8936500,38.5803384,9.065
129.8946391,68.4778615,9.262
129.8951767,44.2967992,12.000
129.9041952,38.2956224,12.491
129.9063598,69.1621365,8.644
129.9105413,44.9302057,11.511
129.9121388,38.6055931,9.984
129.9141161,65.9607796,10.095
129.9164201,38.5829043,12.522
129.9185469,42.5558804,10.682
129.9204125,44.1053312,11.997
129.9212972,36.7974066,11.243
129.9271855,37.0854047,10.792
129.9275387,73.6296782,6.268
129.9345397,38.5315009,10.490
129.9364689,37.3390678,11.404
129.9409554,40.0599015,10.552
129.9447732,37.5005189,11.052
129.9475000,35.5016934,11.601
129.9514945,35.5674336,10.428
129.9545740,73.7996488,10.521
129.9549248,36.4257847,10.950
129.9584659,36.4577308,11.610
129.9598905,65.1587716,10.961
129.9618270,41.3660002,8.092
129.9719963,39.6047244,12.195
129.9721572,63.4866325,10.626
129.9744049,65.3920016,10.011
129.9746410,42.1909372,11.533
129.9747640,36.4205039,10.741
129.9782742,68.4740007,10.935
129.9784648,73.7781404,10.518
129.9793631,37.0175705,10.890
129.9819685,38.6022295,10.821
129.9839862,43.8181184,11.179
129.9924009,44.3572701,11.506
129.9937482,41.5498646,11.636
129.9958409,37.6197896,10.883
129.9997423,75.7745148,9.259
130.0042816,43.9405647,11.446
130.0079305,39.5587427,10.690
130.0085359,35.1406592,11.909
130.0092604,41.6853350,10.760
130.0115729,63.8328791,9.715
130.0116756,37.4636506,11.423
130.0150377,38.9400889,10.063
130.0164622,70.6364062,10.874
130.0166694,38.6558949,10.563
130.0202023,41.3167997,11.568
130.0225579,44.9628784,11.720
130.0241745,37.8512841,11.450
130.0301718,36.5642354,11.962
130.0335948,75.3339197,10.503
130.0355440,71.3231030,10.970
130.0366070,42.7742501,10.064
130.0419744,42.2129873,10.114
130.0478238,64.5683976,9.045
130.0484302,40.2558454,10.948
130.0497592,41.2854381,10.388
130.0509577,41.2869967,10.876
130.0534296,64.3279357,4.722
130.0560193,38.8302874,11.629
130.0592270,41.0909718,11.314
130.0603606,42.4297273,10.737
130.0619617,72.6823766,9.870
130.0622224,76.0181823,10.969
130.0629589,36.6857919,9.587
130.0654379,36.9357543,12.507
130.0710193,36.4671401,11.680
130.0794820,62.1661802,10.761
130.0796444,37.6426298,11.682
130.0817537,36.4005867,11.805
130.0822289,42.2365015,11.187
130.0865301,43.4574450,9.251
130.0884491,69.7625040,10.751
130.0897330,43.3362353,9.307
130.0956657,40.8759439,12.145
130.0995138,40.3304370,8.582
130.1063897,35.6066978,10.771
130.1071958,38.1647966,11.473
130.1095394,44.9050856,9.591
130.1104958,63.7826139,9.835
130.1128209,40.7477628,12.222
130.1146553,65.3836868,10.401
130.1193476,72.7245721,9.627
130.1215815,37.8276019,11.560
130.1321272,62.0015185,10.332
130.1358000,44.3902461,11.467
130.1395118,37.7074653,10.763
130.1433435,39.0406010,9.914
130.1434844,38.8469502,10.729
130.1497173,40.7408552,11.196
130.1506762,37.1003819,12.263
130.1526419,43.1137352,9.408
130.1576697,69.5747891,10.291
130.1591458,35.8343355,11.127
130.1595565,35.1258214,11.755
130.1631249,35.1267648,10.067
130.1668977,36.5681619,10.449
130.1713397,39.7777355,11.718
130.1799188,40.5217971,11.242
130.1817804,40.4181290,10.907
130.1817935,44.7357474,11.629
130.1819676,38.1591151,7.946
130.1925462,41.7939288,10.537
130.1941320,37.4513672,11.170
130.1969314,38.3980414,12.369
130.1975092,39.6422218,10.973
130.2066610,44.4824270,11.563
130.2097235,40.0177846,7.673
130.2138540,66.0461732,8.824
130.2148404,43.5073407,9.347
130.2149946,37.8666196,10.374
130.2171985,39.1469025,11.013
130.2192648,41.1530544,10.755
130.2195781,36.3588420,11.733
130.2232319,43.9930377,10.704
130.2249741,42.4283541,9.496
130.2274317,37.4475437,11.506
130.2279051,39.4280443,10.859
130.2318823,36.1113558,10.998
130.2337648,41.3722509,10.502
130.2344288,35.7407723,11.162
130.2426229,39.1184576,11.641
130.2431206,63.5456620,10.542
130.2439069,62.4808242,10.506
130.2444846,44.8932886,8.777
130.2448032,69.5483874,10.307
130.2490945,35.7356876,10.196
130.2502640,37.2415888,12.180
130.2555012,71.4168333,10.306
130.2577678,35.1927260,10.465
130.2598653,44.7915131,9.728
130.2612059,44.2456920,11.191
130.2644368,72.2492143,8.685
130.2647270,40.8909514,11.308
130.2676610,38.9986975,9.228
130.2685040,38.0728363,9.957
130.2700122,36.9926696,11.971
130.2708692,39.6739131,10.648
130.2778458,36.1853167,8.490
130.2785036,44.1198846,10.822
130.2802946,43.8664912,10.407
130.2812881,37.9560603,11.587
130.2815670,35.9320639,10.996
130.2850556,39.4667335,10.856
130.3015612,38.3489767,12.473
130.3017044,35.9660051,8.421
130.3031960,38.3848681,11.480
130.3038932,72.5813300,10.402
130.3039444,44.7863449,9.400
130.3108397,36.4812543,10.905
130.3151623,42.3380596,11.502
130.3151709,63.8177990,10.296
130.3161932,41.2521673,11.644
130.3170143,64.7267127,10.621
130.3173290,35.6423134,10.921
130.3181517,38.5872955,11.365
130.3183571,36.8630835,11.503
130.3340540,76.2258626,9.856
130.3349637,35.2866351,11.612
130.3353132,35.5040450,11.009
130.3442974,40.8459634,10.292
130.3452962,64.7225299,10.936
130.3467060,41.6061926,11.976
130.3526884,38.1586075,11.922
130.3533322,44.9504094,11.585
130.3582728,36.9580697,11.203
130.3612821,42.2453830,12.531
130.3618925,44.9454148,10.790
130.3688578,67.5515012,10.549
130.3835442,35.9552393,12.021
130.3904211,42.7254900,11.384
130.3965651,43.7480569,11.446
130.4003095,74.5816609,10.110
130.4012809,41.8273540,11.672
130.4016755,64.7056259,7.661
130.4017388,37.2233243,8.839
130.4032893,39.8943418,11.379
130.4118079,39.1602537,12.828
130.4215462,66.0142748,9.952
130.4218069,65.7336239,10.638
130.4220662,64.0953171,10.959
130.4344194,39.6704356,11.211
130.4384868,41.1241464,11.493
130.4402579,44.8631861,7.921
130.4437216,62.9402735,10.932
130.4447896,39.0921491,11.412
130.4451344,66.8006568,10.639
130.4479297,36.4672844,11.431
130.4480953,38.5843185,10.285
130.4492152,37.3548485,12.631
130.4519531,37.7225699,12.590
130.4525562,64.0124919,10.650
130.4568203,36.8101821,11.285
130.4568583,35.8408547,10.350
130.4577771,38.8837926,11.902
130.4583979,42.5456787,11.803
130.4589968,39.1502257,8.988
130.4668188,38.6976721,11.630
130.4754001,62.2104049,7.792
130.4758342,39.7012888,10.816
130.4791766,74.7080788,9.600
130.4888602,43.3131857,11.518
130.4907519,62.0189932,10.447
130.4961150,62.0234337,9.616
130.5010884,39.1520969,9.383
130.5070777,63.4554656,7.821
130.5075241,39.5768752,9.634
130.5078986,42.2882541,9.463
130.5181431,38.7698563,11.251
130.5257906,65.2902313,8.513
130.5289851,38.0861145,8.551
130.5335616,43.0137795,11.441
130.5353089,44.9433645,10.789
130.5358476,41.6346130,10.504
130.5367938,41.6061969,10.033
130.5397662,42.8083317,11.426
130.5417227,63.3326267,10.582
130.5418366,36.4740540,9.323
130.5472160,42.5657859,10.508
130.5493065,66.3839581,10.108
130.5507586,75.2008037,10.804
130.5572044,39.9714297,11.800
130.5632986,36.6882452,11.490
130.5669847,36.8754665,10.925
130.5754177,36.5083260,8.817
130.5886521,37.4066891,11.451
130.5910388,43.4048964,12.401
130.5971729,36.8309959,11.286
130.5972636,37.8883199,12.333
130.5975417,41.6999629,9.863
130.5982901,41.9531751,11.516
130.5995501,71.4119920,10.975
130.6034363,42.8124760,10.885
130.6035764,37.6444720,12.315
130.6039073,44.8826669,9.916
130.6054070,63.0967804,8.815
130.6079437,37.5844021,11.642
130.6089004,37.6988162,11.535
130.6128495,37.7445461,10.349
130.6138419,38.6927466,12.695
130.6147683,37.4694199,10.156
130.6220686,36.9410023,10.068
130.6249534,35.4056795,12.357
130.6271765,63.3979408,8.929
130.6277317,42.8694904,11.485
130.6320873,41.8643364,11.713
130.6368072,40.0678530,10.395
130.6378734,35.0440272,11.998
130.6384848,66.0902514,8.458
130.6391967,43.8977703,10.272
130.6392905,41.0999825,10.360
130.6434402,39.6989224,11.464
130.6494043,35.5337690,12.047
130.6518487,73.5981481,9.453
130.6543948,68.5679026,10.957
130.6620305,40.0350706,12.037
130.6661612,40.9967595,11.012
130.6665579,39.7679977,10.191
130.6700775,35.4804747,12.222
130.6718948,41.6352283,10.346
130.6726111,35.1212238,11.149
130.6739152,39.0614545,7.652
130.6817824,67.5573742,10.608
130.6821657,44.1057131,9.161
130.6911361,37.6937023,11.434
130.6925445,39.9000526,11.351
130.6929859,42.1547675,9.808
130.6960408,43.7298551,11.031
130.6964569,41.8337794,11.958
130.6977442,41.8777221,11.240
130.6979509,36.7479061,9.918
130.7049832,36.6062758,10.958
130.7086492,75.8801576,10.536
130.7091510,66.5811622,10.569
130.7136825,73.1691991,6.940
130.7148549,36.0249428,9.970
130.7168401,39.1020629,10.741
130.7173607,41.9718063,11.732
130.7208820,37.0030067,11.935
130.7234315,42.8449436,9.419
130.7345855,69.1876389,10.262
130.7369448,36.9462900,11.865
130.7370453,38.7277736,11.799
130.7486412,37.2993952,11.057
130.7499520,38.1590999,11.763
130.7522945,70.1645371,7.347
130.7551010,40.9977184,11.532
130.7616946,40.2302562,9.182
130.7630573,44.7415833,11.118
